NAME,B01003_001E,B01002_001E,B25010_001E,B15003_017E,B15003_022E,B02001_002E,B02001_003E,B03003_003E,B01001_002E,B01001_026E,B01001_003E,B01001_007E,B01001_012E,B01001_020E,B25001_001E,B25002_002E,B25002_003E,B25003_002E,B25003_003E,B25077_001E,B25064_001E,B25024_002E,B25024_003E,B25024_004E,B25034_001E,B25081_002E,B25081_003E,B25004_001E,B25003_001E,B19013_001E,B19301_001E,B23025_005E,B23025_002E,B17001_002E,B17001_001E,C24010_001E,B19057_002E,B08303_001E,B08101_001E,state,place,State,Year
"Lakeshore CDP, Louisiana",2800,35.7,2.82,576,153,1183,1543,21,1283,1517,58,112,85,48,1141,992,149,558,434,125200,959,859,0,154,1141,369,322,149,992,34110,19964,41,1183,674,2800,1142,42,1103,1142,22,41470,Louisiana,2020
"Lakeview CDP, Louisiana",1196,30.0,3.46,162,67,767,416,24,579,617,38,30,48,0,404,346,58,243,103,120900,886,273,0,0,404,152,127,58,346,37500,21114,63,506,166,1196,443,0,443,443,22,41645,Louisiana,2020
"Laplace CDP, Louisiana",29232,37.1,2.74,5537,2435,11806,15581,1967,13930,15302,1099,179,1071,372,11686,10478,1208,8297,2181,160900,962,9344,133,213,11686,5218,4878,1208,10478,62383,28991,1014,14225,3469,28541,13169,419,12307,12912,22,42030,Louisiana,2020
"Larose CDP, Louisiana",6463,40.0,2.71,1406,459,5634,114,338,3323,3140,235,71,150,26,2778,2382,396,1896,486,130000,679,2047,0,44,2778,856,795,396,2382,54318,27023,227,3115,1185,6404,2888,42,2643,2828,22,42135,Louisiana,2020
"Lawtell CDP, Louisiana",737,38.1,2.36,232,0,204,533,0,300,437,0,0,29,0,341,312,29,281,31,95500,-666666666,265,0,0,341,106,106,29,312,43548,22913,0,350,96,737,350,0,333,350,22,42520,Louisiana,2020
"Lecompte town, Louisiana",811,48.8,2.41,154,56,320,438,9,444,367,13,8,10,27,523,336,187,216,120,102200,639,399,0,14,523,99,99,187,336,32500,22429,67,389,186,789,322,3,312,320,22,42800,Louisiana,2020
"Leesville city, Louisiana",5773,34.9,2.34,1146,532,3211,2126,528,2840,2933,200,81,235,73,3188,2444,744,1030,1414,96600,697,1995,17,306,3188,471,440,744,2444,36250,20472,246,2440,1923,5661,1995,31,2135,2149,22,43010,Louisiana,2020
"Lemannville CDP, Louisiana",980,34.4,2.18,198,10,286,628,39,675,305,0,46,53,20,164,164,0,122,42,126900,-666666666,141,0,0,164,12,12,0,164,35644,14690,0,111,176,358,111,0,111,111,22,43255,Louisiana,2020
"Leonville town, Louisiana",2127,28.9,3.03,572,76,1623,483,172,854,1273,41,21,76,7,740,701,39,658,43,114400,592,477,1,12,740,180,176,39,701,45179,17286,5,854,234,2127,847,0,792,819,22,43395,Louisiana,2020
"Lewisburg CDP, Louisiana",355,61.0,2.08,0,126,355,0,0,197,158,23,0,42,0,171,171,0,171,0,421400,-666666666,153,18,0,171,129,129,0,171,112574,49021,0,207,0,355,207,0,116,207,22,43640,Louisiana,2020
"Lillie village, Louisiana",103,59.1,2.15,22,5,85,18,0,52,51,0,0,0,0,65,48,17,44,4,9999,-666666666,29,0,0,65,8,8,17,48,-666666666,41186,0,43,14,103,43,0,43,43,22,43920,Louisiana,2020
"Lisbon village, Louisiana",230,30.8,4.42,105,14,69,155,0,167,63,0,14,86,0,76,52,24,51,1,-666666666,-666666666,33,3,0,76,16,13,24,52,-666666666,18940,1,70,64,230,69,0,66,67,22,44235,Louisiana,2020
"Livingston town, Louisiana",1880,33.5,2.96,429,153,1788,84,14,844,1036,90,16,88,2,714,635,79,450,185,178800,844,528,4,27,714,269,260,79,635,63438,26923,33,929,183,1880,896,1,855,884,22,44655,Louisiana,2020
"Livonia town, Louisiana",1304,38.0,2.69,343,100,1091,213,0,571,733,39,0,68,30,528,484,44,382,102,139400,679,373,0,0,528,210,202,44,484,49583,28758,1,592,323,1263,591,5,582,582,22,44690,Louisiana,2020
"Lockport town, Louisiana",3252,37.6,2.67,1080,107,3028,10,152,1450,1802,125,10,119,56,1412,1214,198,708,506,113200,897,896,16,81,1412,320,305,198,1214,44167,20985,62,1243,541,3185,1161,33,1158,1173,22,44900,Louisiana,2020
"Lockport Heights CDP, Louisiana",1706,35.6,3.45,483,87,1650,8,0,1011,695,48,58,78,60,494,494,0,387,107,177000,751,403,0,0,494,175,175,0,494,84524,30187,50,841,253,1706,791,0,768,781,22,44970,Louisiana,2020
"Logansport town, Louisiana",1878,30.5,3.06,346,53,1052,735,53,798,1080,104,37,56,11,761,614,147,343,271,83900,641,538,0,18,761,184,182,147,614,48750,19482,74,744,526,1867,670,22,654,670,22,45040,Louisiana,2020
"Longstreet village, Louisiana",157,41.5,3.08,48,3,135,6,15,86,71,6,0,0,1,78,51,27,47,4,178800,-666666666,57,0,0,78,17,16,27,51,60208,20682,4,69,10,157,65,0,65,65,22,45460,Louisiana,2020
"Longville CDP, Louisiana",170,53.5,2.27,40,4,170,0,0,10,160,0,0,0,0,178,75,103,75,0,-666666666,-666666666,6,0,0,178,0,0,103,75,20257,11776,0,0,34,170,0,0,0,0,22,45530,Louisiana,2020
"Loreauville village, Louisiana",778,34.1,2.91,193,41,515,224,0,394,384,42,14,23,0,320,267,53,155,112,89500,842,247,0,0,320,42,40,53,267,27554,18256,36,281,308,756,245,0,208,245,22,45670,Louisiana,2020
"Lucky village, Louisiana",200,39.6,2.15,45,10,69,127,0,87,113,1,2,3,3,129,93,36,57,36,36300,-666666666,71,0,0,129,3,3,36,93,12434,17176,3,76,82,200,73,4,73,73,22,46370,Louisiana,2020
"Luling CDP, Louisiana",14522,35.9,2.93,2044,2474,10220,3103,813,7003,7519,534,72,450,137,5067,4923,144,4041,882,204500,1258,4213,157,17,5067,2562,2337,144,4923,73004,32532,264,6649,1790,14438,6377,80,5792,6296,22,46615,Louisiana,2020
"Lutcher town, Louisiana",3229,49.8,2.31,1021,237,1576,1653,92,1605,1624,168,29,135,6,1515,1358,157,1125,233,152300,445,1236,0,83,1515,234,220,157,1358,46630,25319,48,1130,275,3142,1082,112,1071,1071,22,46720,Louisiana,2020
"Lydia CDP, Louisiana",1326,51.7,1.79,156,0,1012,0,334,780,546,0,25,39,0,742,742,0,514,228,111200,993,722,0,0,742,22,0,0,742,58350,26532,81,347,483,1326,266,25,266,266,22,46755,Louisiana,2020
"McNary village, Louisiana",170,43.5,2.43,41,17,145,21,0,100,70,0,0,0,2,110,70,40,62,8,103100,-666666666,76,0,0,110,33,33,40,70,49167,22959,5,63,28,170,58,0,58,58,22,47315,Louisiana,2020
"Madisonville town, Louisiana",1263,42.1,2.42,130,262,1172,85,13,713,550,29,6,34,8,555,521,34,441,80,296300,1150,531,0,2,555,192,140,34,521,109688,49860,48,605,72,1254,557,0,520,537,22,47560,Louisiana,2020
"Mamou town, Louisiana",3137,34.5,2.43,634,69,936,1963,32,1607,1530,21,72,250,46,1369,1257,112,479,778,66300,464,780,0,375,1369,177,177,112,1257,20322,14011,236,1068,1899,3023,832,72,819,819,22,48085,Louisiana,2020
"Mandeville city, Louisiana",12567,42.7,2.65,905,2913,11903,328,357,6295,6272,264,224,255,120,5069,4636,433,3019,1617,306000,1145,3064,360,419,5069,2179,1789,433,4636,76768,49029,176,6114,1136,12303,5938,25,5210,5869,22,48225,Louisiana,2020
"Mangham town, Louisiana",681,40.5,2.18,111,24,427,233,2,215,466,48,9,2,10,346,312,34,240,72,100000,731,268,0,6,346,34,34,34,312,33125,18661,59,262,176,681,203,4,193,203,22,48260,Louisiana,2020
"Mansfield city, Louisiana",4652,37.6,2.28,1007,195,603,3990,29,2270,2382,119,63,190,13,2355,1956,399,909,1047,75200,507,1525,34,345,2355,426,400,399,1956,27776,15096,324,2084,1308,4478,1759,12,1708,1750,22,48365,Louisiana,2020
"Mansura town, Louisiana",1529,59.3,1.76,337,78,461,927,0,544,985,40,11,0,34,901,780,121,484,296,68900,492,648,6,47,901,312,308,121,780,20683,15281,55,482,680,1381,427,4,423,423,22,48400,Louisiana,2020
"Many town, Louisiana",2703,33.6,2.68,680,236,1299,1245,45,1224,1479,77,143,134,23,1221,899,322,384,515,98600,355,712,61,123,1221,180,180,322,899,22145,17443,178,983,820,2415,805,58,799,805,22,48470,Louisiana,2020
"Maringouin town, Louisiana",536,54.3,1.70,177,75,133,403,0,223,313,0,0,0,12,391,316,75,262,54,83200,480,350,0,0,391,96,96,75,316,53438,38174,46,362,88,536,316,1,279,279,22,48610,Louisiana,2020
"Marion town, Louisiana",675,50.5,2.53,170,66,308,361,0,275,400,32,22,0,15,411,267,144,182,85,76000,429,232,0,0,411,54,54,144,267,39327,27530,30,339,95,675,309,12,309,309,22,48645,Louisiana,2020
"Marksville city, Louisiana",5376,33.6,2.22,1000,316,2773,1744,186,2578,2798,156,42,325,97,2462,2156,306,1012,1144,99300,540,1710,40,293,2462,421,421,306,2156,30146,19530,153,2309,1403,4851,2156,0,1947,2053,22,48750,Louisiana,2020
"Marrero CDP, Louisiana",31751,43.3,2.58,6301,1794,12220,15780,1780,14760,16991,1058,367,579,405,13473,12184,1289,8208,3976,152100,858,10741,258,759,13473,3489,3144,1289,12184,46330,24184,1038,14980,6161,31435,13920,63,13330,13569,22,48785,Louisiana,2020
"Marthaville CDP, Louisiana",67,55.4,2.03,15,0,49,0,3,32,35,0,0,0,1,81,33,48,22,11,73300,-666666666,27,0,0,81,5,5,48,33,31250,14243,0,16,4,67,16,4,13,16,22,48890,Louisiana,2020
"Martin village, Louisiana",864,49.2,3.86,149,41,864,0,0,336,528,8,14,9,2,281,224,57,218,6,103700,-666666666,188,0,0,281,101,101,57,224,62727,23138,16,282,77,841,266,3,256,260,22,48925,Louisiana,2020
"Mathews CDP, Louisiana",1830,44.6,2.29,542,163,1663,44,0,934,896,19,0,42,32,800,800,0,672,128,201900,844,774,0,0,800,369,357,0,800,58929,39533,0,825,232,1830,825,0,812,825,22,49170,Louisiana,2020
"Maurice village, Louisiana",2186,35.7,2.32,351,423,1987,106,80,945,1241,95,24,100,5,948,892,56,771,121,197100,898,738,0,0,948,592,559,56,892,55673,30117,24,909,223,2065,885,0,857,874,22,49240,Louisiana,2020
"Melville town, Louisiana",907,31.4,2.46,292,30,234,673,7,432,475,63,37,11,9,507,368,139,268,100,100000,278,281,0,52,507,35,35,139,368,-666666666,9884,0,196,474,907,196,0,189,196,22,49730,Louisiana,2020
"Meraux CDP, Louisiana",8187,40.2,3.62,1575,933,7058,472,752,3522,4665,332,59,209,55,2451,2264,187,2054,210,164800,945,2259,21,44,2451,1366,1314,187,2264,66731,27208,177,4477,1622,8176,4300,137,4180,4241,22,49800,Louisiana,2020
"Mermentau village, Louisiana",616,38.3,2.60,151,13,477,125,10,321,295,29,23,7,6,318,237,81,163,74,60400,325,207,0,38,318,51,51,81,237,39539,16939,27,221,160,616,194,0,194,194,22,49870,Louisiana,2020
"Mer Rouge village, Louisiana",596,46.7,2.69,188,70,325,269,0,302,294,23,0,5,0,238,188,50,107,81,110200,465,170,0,0,238,25,19,50,188,30000,18105,4,186,193,514,182,0,179,182,22,49905,Louisiana,2020
"Merrydale CDP, Louisiana",9523,31.8,3.48,1640,662,129,9033,323,3986,5537,272,172,345,192,3469,2734,735,1728,1006,115800,927,3029,48,0,3469,1197,1124,735,2734,37728,20853,562,4167,2707,9523,3589,13,3274,3406,22,49940,Louisiana,2020
"Merryville town, Louisiana",1214,38.3,2.59,355,23,944,234,0,708,506,78,17,21,62,588,454,134,227,227,67000,360,366,0,42,588,59,59,134,454,22500,21980,39,495,346,1174,456,11,445,453,22,50010,Louisiana,2020
"Metairie CDP, Louisiana",138511,41.9,2.33,23782,25216,110037,13696,20945,66401,72110,4337,1093,5274,1649,64129,59342,4787,37176,22166,247300,969,39356,2389,3067,64129,18200,16246,4787,59342,60355,37928,2800,73837,15777,137900,70823,545,66239,69797,22,50115,Louisiana,2020
"Midland CDP, Louisiana",173,51.3,3.39,36,18,173,0,0,117,56,0,36,0,0,106,51,55,51,0,-666666666,-666666666,57,0,0,106,18,18,55,51,-666666666,28289,0,121,14,173,121,7,110,110,22,50325,Louisiana,2020
"Midway CDP, Louisiana",767,35.5,2.61,152,13,412,354,0,439,328,9,0,0,0,397,294,103,193,101,-666666666,-666666666,258,0,0,397,46,46,103,294,51075,21059,0,424,86,727,424,0,424,424,22,50395,Louisiana,2020
"Milton CDP, Louisiana",2068,43.2,2.86,386,487,2056,12,0,914,1154,58,13,52,14,857,722,135,662,60,229600,2113,734,0,0,857,577,487,135,722,93167,40334,0,1395,132,2068,1395,12,1358,1395,22,50815,Louisiana,2020
"Minden city, Louisiana",12035,39.2,2.40,2784,862,5184,6399,116,6017,6018,399,119,349,133,5600,4886,714,2414,2472,112300,774,4411,115,46,5600,953,890,714,4886,26653,20996,166,4792,3785,11773,4613,777,4445,4562,22,50885,Louisiana,2020
"Minorca CDP, Louisiana",1727,42.5,2.57,346,62,1413,313,0,961,766,85,0,20,13,974,671,303,521,150,101600,540,242,0,0,974,210,186,303,671,34896,18718,110,787,714,1727,677,11,635,645,22,50990,Louisiana,2020
"Monroe city, Louisiana",47906,33.0,2.59,8391,4824,16537,29432,867,22946,24960,1602,929,1783,394,20804,17162,3642,7312,9850,150000,711,13922,686,1241,20804,3560,3154,3642,17162,31926,22379,1567,19959,16075,44601,18347,869,17768,18093,22,51410,Louisiana,2020
"Montegut CDP, Louisiana",1809,41.4,3.21,259,99,1579,0,0,754,1055,78,0,43,0,576,564,12,423,141,88500,730,518,11,0,576,93,88,12,564,45833,16213,20,517,641,1809,497,16,405,491,22,51550,Louisiana,2020
"Monterey CDP, Louisiana",371,47.5,2.32,103,56,371,0,0,132,239,5,10,13,0,216,160,56,149,11,145800,-666666666,89,0,0,216,32,20,56,160,-666666666,49336,15,115,41,371,100,0,75,86,22,51585,Louisiana,2020
"Montgomery town, Louisiana",778,33.0,3.03,144,26,676,85,3,295,483,14,0,59,13,371,257,114,157,100,76700,720,240,0,0,371,40,40,114,257,38125,21959,21,263,105,778,242,13,238,242,22,51620,Louisiana,2020
"Monticello CDP, Louisiana",4926,34.1,3.11,655,517,410,4449,56,2449,2477,240,262,257,36,1853,1580,273,1316,264,155200,1006,1590,61,0,1853,959,888,273,1580,59063,26448,79,2565,354,4926,2486,16,2430,2439,22,51645,Louisiana,2020
"Montpelier village, Louisiana",323,40.0,2.56,90,22,165,154,31,128,195,14,0,4,0,151,126,25,85,41,69400,900,99,0,0,151,25,25,25,126,-666666666,20520,12,143,130,323,131,0,123,131,22,51690,Louisiana,2020
"Montz CDP, Louisiana",2037,37.4,2.83,439,203,1905,106,8,1074,963,85,48,29,5,779,721,58,613,108,260200,605,641,0,0,779,446,403,58,721,97250,40208,18,1225,202,2031,1204,33,1131,1201,22,51795,Louisiana,2020
"Moonshine CDP, Louisiana",127,63.4,1.69,23,13,0,127,0,51,76,0,0,0,0,86,75,11,65,10,-666666666,-666666666,55,0,0,86,19,19,11,75,27829,14537,0,53,26,127,53,0,53,53,22,51800,Louisiana,2020
"Mooringsport town, Louisiana",522,39.7,2.23,99,26,447,54,3,257,265,23,4,11,8,313,234,79,131,103,74800,775,220,6,6,313,62,55,79,234,21346,15632,23,189,233,522,166,4,148,153,22,51830,Louisiana,2020
"Moreauville village, Louisiana",1130,38.1,2.31,155,78,661,350,0,510,620,42,13,25,22,554,486,68,298,188,125500,640,404,0,74,554,239,232,68,486,32917,24062,14,559,306,1130,545,19,476,476,22,51970,Louisiana,2020
"Morgan City city, Louisiana",10963,45.8,2.14,3476,515,8105,1905,1341,5553,5410,376,53,485,128,5969,5065,904,2540,2525,122500,790,4507,21,344,5969,865,832,904,5065,40247,24268,371,5005,2164,10805,4634,44,4466,4511,22,52040,Louisiana,2020
"Morganza village, Louisiana",626,38.7,2.87,169,77,378,183,74,306,320,0,5,26,0,337,218,119,165,53,134900,811,258,0,0,337,84,80,119,218,46458,22091,38,320,135,626,282,0,281,282,22,52075,Louisiana,2020
"Morrow CDP, Louisiana",188,33.7,2.41,20,0,74,114,0,134,54,0,0,70,0,114,78,36,42,36,94300,-666666666,79,0,24,114,8,8,36,78,-666666666,13951,0,32,25,188,32,0,32,32,22,52250,Louisiana,2020
"Morse village, Louisiana",1239,27.9,3.01,188,12,1189,10,0,583,656,13,8,14,16,459,411,48,189,222,73000,430,162,0,0,459,43,43,48,411,82609,20190,29,569,186,1239,540,7,520,520,22,52320,Louisiana,2020
"Moss Bluff CDP, Louisiana",10352,41.2,2.49,1995,1298,8962,900,385,5327,5025,347,78,382,149,4814,4162,652,3438,724,192100,853,3054,25,268,4814,2296,2160,652,4162,73231,36608,143,5222,801,10352,5079,21,4987,5062,22,52425,Louisiana,2020
"Mound village, Louisiana",14,65.4,1.75,5,2,14,0,0,6,8,0,0,0,5,10,8,2,8,0,320000,-666666666,10,0,0,10,0,0,2,8,116000,59950,0,5,0,14,5,0,5,5,22,52565,Louisiana,2020
"Mount Lebanon town, Louisiana",159,21.7,5.30,26,8,42,117,0,122,37,6,0,0,0,50,30,20,18,12,262500,-666666666,48,0,0,50,12,12,20,30,26875,17277,0,133,3,159,133,0,128,133,22,52740,Louisiana,2020
"Napoleonville village, Louisiana",620,36.4,2.81,77,2,162,458,0,248,372,13,2,36,1,279,221,58,155,66,68300,509,194,0,18,279,42,42,58,221,29917,17562,26,236,180,620,210,0,210,210,22,53370,Louisiana,2020
"Natalbany CDP, Louisiana",2847,28.0,2.39,309,448,1135,1518,206,993,1854,61,36,0,5,1409,1158,251,379,779,111800,925,466,24,154,1409,185,185,251,1158,26466,16335,132,1588,793,2847,1456,8,1386,1424,22,53475,Louisiana,2020
"Natchez village, Louisiana",474,49.4,2.36,105,2,24,450,0,249,225,19,0,18,22,300,201,99,77,124,-666666666,719,99,0,0,300,4,4,99,201,-666666666,15622,6,178,124,474,172,62,172,172,22,53510,Louisiana,2020
"Natchitoches city, Louisiana",17711,25.9,2.90,2739,1296,6388,10554,613,8320,9391,591,489,595,147,7608,5782,1826,2153,3629,171000,699,3758,730,271,7608,1204,1080,1826,5782,23967,18240,1002,6467,6800,16846,5465,913,5349,5436,22,53545,Louisiana,2020
"Newellton town, Louisiana",1047,42.3,2.10,254,102,358,689,4,538,509,22,13,3,4,705,499,206,331,168,83300,528,569,6,0,705,140,139,206,499,25766,16835,81,457,396,1047,376,9,344,354,22,53930,Louisiana,2020
"New Iberia city, Louisiana",28965,36.4,2.53,6482,2734,15157,12098,1264,13917,15048,1435,257,939,555,13376,11285,2091,5992,5293,116200,794,9292,89,298,13376,2646,2369,2091,11285,43938,25738,1336,12430,7487,28498,11094,184,10670,10977,22,54035,Louisiana,2020
"New Llano town, Louisiana",2777,38.8,2.09,540,226,1337,1047,197,1384,1393,30,31,172,20,1533,1326,207,576,750,115700,653,1055,0,5,1533,293,276,207,1326,42738,24187,93,1180,545,2769,987,7,1073,1074,22,54175,Louisiana,2020
"New Orleans city, Louisiana",391249,37.2,2.43,54641,58673,130678,231679,21452,185252,205997,11766,4515,16701,4015,192012,154826,37186,77066,77760,250000,1025,86870,19103,31463,192012,41653,36935,37186,154826,43258,32764,16721,196922,86976,377648,178975,3133,162492,176008,22,55000,Louisiana,2020
"New Orleans Station CDP, Louisiana",2883,26.4,3.05,235,121,1698,667,1203,1605,1278,211,0,211,0,1006,897,109,14,883,-666666666,1491,99,610,0,1006,14,14,109,897,66023,22415,15,1320,208,2737,575,0,1290,1305,22,55074,Louisiana,2020
"New Roads city, Louisiana",4500,37.7,2.52,1051,381,1664,2757,22,2305,2195,212,17,117,58,2239,1734,505,1001,733,133000,937,1765,92,107,2239,531,526,505,1734,37313,24407,134,2137,1108,4372,2003,32,1926,1978,22,55105,Louisiana,2020
"New Sarpy CDP, Louisiana",1265,27.8,3.18,297,60,814,387,0,480,785,60,0,13,17,463,398,65,294,104,109000,989,365,0,14,463,77,77,65,398,-666666666,14945,21,344,386,1265,323,9,291,323,22,55140,Louisiana,2020
"Noble village, Louisiana",303,36.5,2.40,80,12,177,2,24,159,144,9,2,9,8,140,126,14,98,28,100000,788,92,3,0,140,51,51,14,126,33289,20435,30,155,86,303,125,4,110,125,22,55420,Louisiana,2020
"Norco CDP, Louisiana",2993,35.5,2.61,668,279,2831,74,0,1442,1551,116,7,49,13,1226,1145,81,814,331,166000,1071,986,10,72,1226,408,357,81,1145,68048,36631,35,1626,223,2951,1591,81,1495,1556,22,55525,Louisiana,2020
"North Hodge village, Louisiana",493,30.8,3.82,107,7,348,111,0,227,266,42,0,10,6,244,129,115,87,42,68100,850,202,0,0,244,46,46,115,129,31023,13331,9,162,175,491,153,3,144,153,22,55910,Louisiana,2020
"North Vacherie CDP, Louisiana",1641,37.0,2.15,391,210,596,918,127,755,886,57,23,67,33,903,765,138,600,165,177300,418,639,0,44,903,139,119,138,765,28482,25532,101,777,250,1641,676,0,676,676,22,56170,Louisiana,2020
"Norwood village, Louisiana",238,51.5,1.89,82,27,223,15,2,119,119,12,2,8,2,175,126,49,108,18,211800,425,161,0,0,175,42,42,49,126,56667,34412,2,96,11,238,94,0,88,94,22,56295,Louisiana,2020
"Oakdale city, Louisiana",7571,44.7,2.48,2033,323,4620,2291,1273,4781,2790,150,42,370,77,2941,2081,860,1269,812,98600,601,2204,50,238,2941,506,489,860,2081,31103,19854,218,2364,1103,5165,2146,44,2041,2067,22,56540,Louisiana,2020
"Oak Grove town, Louisiana",1733,48.7,2.43,482,51,1159,557,11,822,911,61,40,29,19,913,687,226,459,228,74200,588,666,26,11,913,104,104,226,687,25290,18423,14,554,507,1659,540,22,533,535,22,56820,Louisiana,2020
"Oak Hills Place CDP, Louisiana",8472,42.4,2.09,506,2421,6860,902,190,4064,4408,93,47,319,146,4912,4045,867,3023,1022,345300,1209,3382,139,0,4912,1584,1169,867,4045,103931,55540,69,3870,321,8472,3778,0,3580,3725,22,56855,Louisiana,2020
"Oak Ridge village, Louisiana",113,47.8,1.74,19,17,89,20,0,60,53,0,0,0,2,81,65,16,51,14,138800,-666666666,74,0,0,81,19,17,16,65,-666666666,33153,0,61,17,104,61,0,57,61,22,57205,Louisiana,2020
"Oberlin town, Louisiana",1778,28.6,3.26,299,51,1023,622,16,706,1072,73,10,17,6,625,510,115,295,215,69600,635,401,0,21,625,79,79,115,510,35000,18464,42,658,410,1661,616,16,597,604,22,57450,Louisiana,2020
"Oil City town, Louisiana",829,50.3,1.92,174,27,391,361,95,324,505,0,3,4,0,530,431,99,170,261,85000,329,239,0,16,530,72,72,99,431,20375,17714,25,352,299,829,327,49,269,274,22,57590,Louisiana,2020
"Old Jefferson CDP, Louisiana",7321,32.7,2.80,813,1589,5088,1443,312,3636,3685,277,98,334,50,2980,2609,371,2016,593,202000,1210,2340,117,0,2980,1448,1309,371,2609,74681,34843,155,4252,390,7321,4097,28,3684,3927,22,57705,Louisiana,2020
"Olla town, Louisiana",1912,31.0,3.18,369,86,1770,32,9,979,933,67,45,78,12,744,602,142,442,160,68200,705,500,2,7,744,175,175,142,602,35875,20585,26,642,515,1912,616,7,597,601,22,57905,Louisiana,2020
"Opelousas city, Louisiana",16687,36.2,2.44,3409,879,3500,12873,186,7674,9013,605,153,432,232,7838,6607,1231,3187,3420,123100,597,5631,205,524,7838,1391,1357,1231,6607,32666,19497,490,5840,5778,16080,5322,30,5183,5330,22,58045,Louisiana,2020
"Oretta CDP, Louisiana",638,35.4,7.69,21,9,638,0,0,457,181,0,58,0,0,113,83,30,75,8,-666666666,-666666666,40,0,0,113,0,0,30,83,-666666666,31461,17,309,22,638,292,0,292,292,22,58150,Louisiana,2020
"Ossun CDP, Louisiana",2238,27.4,3.46,289,122,1036,1094,14,1135,1103,128,0,76,38,647,647,0,517,130,94200,744,430,0,0,647,251,240,0,647,51736,20285,55,1329,265,2238,1274,0,1060,1274,22,58360,Louisiana,2020
"Paincourtville CDP, Louisiana",1446,33.7,3.01,370,81,591,843,73,518,928,55,124,0,0,534,480,54,362,118,120000,-666666666,331,0,0,534,163,163,54,480,63889,24567,8,900,3,1446,892,64,892,892,22,58745,Louisiana,2020
"Palmetto village, Louisiana",151,41.8,2.07,57,12,32,119,2,49,102,0,2,6,0,102,73,29,25,48,-666666666,604,46,0,9,102,6,0,29,73,23711,12066,0,40,33,151,40,0,30,40,22,58780,Louisiana,2020
"Paradis CDP, Louisiana",1508,52.1,1.96,267,74,1367,0,37,663,845,0,0,10,0,878,771,107,666,105,160400,-666666666,752,10,0,878,110,110,107,771,52131,31548,69,935,73,1508,866,0,784,840,22,58920,Louisiana,2020
"Parks village, Louisiana",882,33.6,3.50,172,140,386,488,4,340,542,32,3,19,8,313,252,61,201,51,113800,-666666666,192,3,8,313,75,70,61,252,46964,22592,5,420,109,882,415,2,410,415,22,59165,Louisiana,2020
"Patterson city, Louisiana",5844,34.7,2.88,1614,142,2997,2394,65,2723,3121,53,73,152,46,2481,1994,487,1119,875,105800,748,1468,0,178,2481,484,474,487,1994,42338,20227,116,2282,829,5739,2166,10,2088,2151,22,59340,Louisiana,2020
