NAME,B01003_001E,B01002_001E,B25010_001E,B15003_017E,B15003_022E,B02001_002E,B02001_003E,B03003_003E,B01001_002E,B01001_026E,B01001_003E,B01001_007E,B01001_012E,B01001_020E,B25001_001E,B25002_002E,B25002_003E,B25003_002E,B25003_003E,B25077_001E,B25064_001E,B25024_002E,B25024_003E,B25024_004E,B25034_001E,B25081_002E,B25081_003E,B25004_001E,B25003_001E,B19013_001E,B19301_001E,B23025_005E,B23025_002E,B17001_002E,B17001_001E,C24010_001E,B19057_002E,B08303_001E,B08101_001E,state,county,State,Year
"Pointe Coupee Parish, Louisiana",22158,42.9,2.46,5426,1726,13504,7874,577,10614,11544,690,188,565,290,11479,8961,2518,6816,2145,131700,812,8154,126,208,11479,2977,173,2518,8961,44269,26663,829,10072,3992,21851,9243,124,8745,8941,22,077,Louisiana,2018
"St. Charles Parish, Louisiana",52724,37.6,2.78,10387,6467,36775,13967,3162,26121,26603,1941,567,1695,632,20578,18762,1816,15093,3669,189300,912,15721,206,595,20578,8753,801,1816,18762,66620,31567,1475,26018,6015,51966,24444,403,23488,24238,22,089,Louisiana,2018
"Lafourche Parish, Louisiana",98214,37.5,2.64,22390,7551,77351,13064,4291,48261,49953,3222,1536,3386,1125,40697,36449,4248,27521,8928,151600,794,29637,534,950,40697,13536,1195,4248,36449,53089,27375,3196,46551,15036,95864,43293,342,41253,42371,22,057,Louisiana,2018
"Tensas Parish, Louisiana",4666,43.5,2.55,1374,236,2093,2543,121,2296,2370,176,34,111,77,3406,1825,1581,1207,618,68600,472,2747,47,21,3406,263,11,1581,1825,23870,14569,266,1593,1858,4647,1327,84,1267,1288,22,107,Louisiana,2018
"LaSalle Parish, Louisiana",14949,38.0,2.70,3173,939,12639,1855,422,7730,7219,487,259,575,143,6702,5018,1684,3765,1253,80000,602,4659,3,173,6702,1463,76,1684,5018,36868,20427,196,5141,2975,13521,4941,26,4807,4877,22,059,Louisiana,2018
"New Haven County, Connecticut",857513,40.3,2.51,163773,111165,628640,115837,155335,413519,443994,22957,12855,27526,9038,367053,330572,36481,204451,126121,248600,1153,197240,18982,35723,367053,136272,22731,36481,330572,69905,38009,29621,460033,97553,831151,430091,14063,402925,422610,09,009,Connecticut,2019
"Hartford County, Connecticut",893561,40.4,2.48,144043,132952,631471,123117,161079,433975,459586,24427,11951,29545,9236,379602,350408,29194,224640,125768,240600,1106,210665,21892,29450,379602,152308,25824,29194,350408,75148,40540,27985,479663,94192,872105,451120,16739,422759,443046,09,003,Connecticut,2019
"Windham County, Connecticut",116566,41.2,2.47,22723,12037,104021,2649,13754,57727,58839,2930,1905,3685,1441,49718,44953,4765,31004,13949,204400,946,33342,1927,4101,49718,20894,3486,4765,44953,66550,32732,3492,63249,12678,111204,59582,3766,54407,57149,09,015,Connecticut,2019
"New London County, Connecticut",267390,41.4,2.37,47900,34499,215896,15537,28213,134037,133353,6886,3760,8594,3097,123426,107827,15599,71566,36261,241700,1130,79572,5126,10275,123426,47070,7504,15599,107827,73490,39426,8380,148327,24040,255691,132898,4327,129793,137099,09,011,Connecticut,2019
"Middlesex County, Connecticut",163053,45.7,2.34,27772,28160,143486,9119,10095,79641,83412,3560,2145,4568,1878,76327,66971,9356,49235,17736,286800,1162,53337,2956,4590,76327,33915,6067,9356,66971,85898,46023,4304,92795,10944,157700,88260,1605,81477,86720,09,007,Connecticut,2019
"Tolland County, Connecticut",151063,37.7,2.44,22541,22745,132820,4806,8332,75601,75462,3215,4693,4322,1778,59686,55683,4003,39960,15723,253100,1155,41201,2297,2451,59686,27216,4890,4003,55683,87069,41371,4079,83631,9996,136003,79361,1218,71718,76781,09,013,Connecticut,2019
"Fairfield County, Connecticut",943926,40.6,2.72,124093,172191,688856,109186,185996,459636,484290,26672,13299,27432,9066,372565,340189,32376,228111,112078,428500,1499,213431,25380,30986,372565,159122,31615,32376,340189,95645,57263,33505,510807,82327,926424,477144,6047,439787,468064,09,001,Connecticut,2019
"Litchfield County, Connecticut",182002,47.3,2.41,35187,27631,168841,3165,11436,90109,91893,3869,2058,4694,2272,88252,74143,14109,56714,17429,251000,1065,64743,3272,6506,88252,37554,7251,14109,74143,79906,44480,5090,102320,12416,179809,97180,1553,89760,95123,09,005,Connecticut,2019
"Rapides Parish, Louisiana",130970,37.4,2.61,26795,11295,83120,41341,4123,63380,67590,4512,1631,4094,1141,58153,48488,9665,29922,18566,143100,821,38834,1052,2728,58153,15442,1015,9665,48488,47269,25984,3713,58714,24858,127037,54389,562,52720,53995,22,079,Louisiana,2019
"Tangipahoa Parish, Louisiana",132057,35.3,2.70,27423,11919,88627,38910,5642,63939,68118,4688,2118,4473,1628,55325,47597,7728,32840,14757,162800,832,35349,533,2943,55325,18028,1184,7728,47597,47832,25163,4496,62437,27511,128283,57761,448,55027,56916,22,105,Louisiana,2019
"West Carroll Parish, Louisiana",11041,40.3,2.60,2902,629,8842,1778,425,5593,5448,312,173,424,128,5158,4084,1074,3140,944,90300,547,3569,42,15,5158,1044,32,1074,4084,38500,22439,428,4195,2324,10601,3767,55,3632,3706,22,123,Louisiana,2019
"Caldwell Parish, Louisiana",9992,39.8,2.60,2365,717,8163,1638,320,5239,4753,358,86,290,89,5208,3665,1543,2804,861,77300,611,3125,14,106,5208,1285,39,1543,3665,37691,23216,275,3630,2393,9517,3355,38,3238,3295,22,021,Louisiana,2019
"East Carroll Parish, Louisiana",7096,33.9,2.17,1473,329,2084,4945,39,4309,2787,111,144,392,84,2889,2037,852,1051,986,76800,485,1995,20,239,2889,301,40,852,2037,22346,19483,110,1469,1972,4422,1359,72,1332,1332,22,035,Louisiana,2019
"Evangeline Parish, Louisiana",33589,35.7,2.63,7294,1906,22794,9273,1254,17218,16371,1132,684,1188,324,15055,12172,2883,7975,4197,96600,577,11539,29,550,15055,3212,172,2883,12172,31965,18770,1732,13479,9111,31787,11740,293,11208,11419,22,039,Louisiana,2019
"St. Bernard Parish, Louisiana",46266,34.2,3.06,8006,2585,32097,10757,4655,22625,23641,1671,535,1848,487,17035,15005,2030,10160,4845,151300,951,12426,1129,1242,17035,5182,432,2030,15005,44661,20763,1927,20805,9681,45857,18851,212,18273,18530,22,087,Louisiana,2019
"West Baton Rouge Parish, Louisiana",26101,36.3,2.61,5579,2635,15222,10458,818,12738,13363,795,379,895,249,10977,9643,1334,7045,2598,200000,884,7524,78,110,10977,3566,464,1334,9643,65385,29697,588,13158,3141,25218,12525,36,12148,12285,22,121,Louisiana,2019
"Red River Parish, Louisiana",8565,39.4,2.49,2228,489,4945,3350,204,4023,4542,189,140,230,106,4216,3372,844,2483,889,78700,645,2538,60,156,4216,1079,39,844,3372,33816,22924,232,3458,2106,8315,3226,38,3074,3166,22,081,Louisiana,2019
"Natchitoches Parish, Louisiana",38769,33.7,2.58,7027,2620,20665,15996,918,18562,20207,1250,836,993,440,19133,14659,4474,6424,8235,137400,713,10811,1174,246,19133,2500,317,4474,14659,28567,19198,1947,14118,12235,37875,12171,2011,11721,11941,22,069,Louisiana,2019
"Catahoula Parish, Louisiana",9766,38.1,2.52,2146,618,6513,3159,184,5132,4634,253,82,449,154,5007,3364,1643,2699,665,89000,443,3246,42,116,5007,990,23,1643,3364,40129,22412,195,3581,1878,8483,3386,52,3183,3215,22,025,Louisiana,2019
"Franklin Parish, Louisiana",20238,38.4,2.55,4644,1055,13233,6862,74,9891,10347,718,301,571,351,9311,7423,1888,5400,2023,88000,587,6288,66,148,9311,2005,23,1888,7423,35282,19206,699,7495,5511,19026,6796,119,6395,6566,22,041,Louisiana,2019
"Assumption Parish, Louisiana",22478,40.9,2.60,5672,832,15158,6819,684,10866,11612,535,294,678,292,10805,8552,2253,6683,1869,118600,797,6923,17,187,10805,2361,194,2253,8552,43759,25752,686,9983,4261,22215,9265,79,8878,9128,22,007,Louisiana,2019
"Vermilion Parish, Louisiana",59865,38.0,2.69,13428,3931,48737,8693,2102,28936,30929,2076,621,1741,619,26586,22086,4500,17045,5041,122200,685,19117,236,433,26586,7808,487,4500,22086,51945,25342,1949,26317,10392,59047,24330,228,23007,23828,22,113,Louisiana,2019
"Concordia Parish, Louisiana",19778,37.7,2.48,4367,1302,11433,8133,307,10049,9729,553,179,732,180,9611,7162,2449,4737,2425,80600,636,6426,42,104,9611,1839,73,2449,7162,32500,19092,346,6887,4436,17711,6541,204,6251,6355,22,029,Louisiana,2019
"Richland Parish, Louisiana",20350,38.8,2.59,4484,990,12604,7339,451,9909,10441,677,259,495,273,8994,7459,1535,4977,2482,91900,611,6276,81,473,8994,1938,56,1535,7459,34029,20107,447,8183,5926,19454,7731,248,7463,7588,22,083,Louisiana,2019
"St. Martin Parish, Louisiana",53732,37.7,2.71,12930,3955,35874,15629,1611,26437,27295,1835,746,1729,499,23384,19749,3635,15569,4180,124900,658,15949,93,347,23384,6980,381,3635,19749,48656,24997,1921,24577,9986,52970,22634,240,21415,22143,22,099,Louisiana,2019
"Vernon Parish, Louisiana",49646,30.4,2.68,10179,3804,37633,7294,4617,26265,23381,2024,940,2081,423,22202,17696,4506,9383,8313,119300,951,11012,1358,1773,22202,4061,167,4506,17696,49141,24554,1533,23239,8166,47327,16340,108,20992,21245,22,115,Louisiana,2019
"Winn Parish, Louisiana",14313,41.1,2.26,3681,946,9471,4533,293,7625,6688,359,143,702,295,7317,5483,1834,3686,1797,77700,581,5122,19,226,7317,1325,36,1834,5483,38353,22107,265,5458,2318,12411,5193,129,5045,5122,22,127,Louisiana,2019
"East Baton Rouge Parish, Louisiana",443763,34.0,2.64,67221,60977,207835,204562,18565,212317,231446,14720,7296,15204,4500,194236,164346,29890,98234,66112,194000,933,123481,5771,4503,194236,58997,6242,29890,164346,54948,32431,14761,232130,78365,434564,217043,1627,207026,213188,22,033,Louisiana,2019
"Sabine Parish, Louisiana",23991,41.1,2.58,6497,1443,16626,3834,931,11853,12138,738,303,696,369,15056,9158,5898,6242,2916,94300,583,7683,134,334,15056,2132,54,5898,9158,40336,22687,863,8985,4384,23587,8112,569,7653,7867,22,085,Louisiana,2019
"Allen Parish, Louisiana",25618,38.2,2.69,6547,1405,18941,4845,1592,14542,11076,816,288,1257,291,9952,7925,2027,5906,2019,97500,601,7139,65,484,9952,2439,130,2027,7925,46446,20964,953,9639,3056,21022,8686,237,8329,8550,22,003,Louisiana,2019
"Madison Parish, Louisiana",11306,35.2,2.43,2247,616,3995,7202,239,5630,5676,415,198,478,117,5106,3832,1274,2038,1794,78100,616,3738,0,167,5106,670,12,1274,3832,30350,16671,327,3741,3408,9350,3414,131,3330,3363,22,065,Louisiana,2019
"Jefferson Davis Parish, Louisiana",31441,37.8,2.64,7257,2250,25176,5178,772,15550,15891,1168,449,924,358,13919,11726,2193,8550,3176,114000,635,10326,67,326,13919,3539,138,2193,11726,42105,25474,1085,13385,5897,30893,12292,88,11746,11975,22,053,Louisiana,2019
"St. James Parish, Louisiana",21308,39.2,2.73,5508,1719,10366,10565,355,10111,11197,639,193,627,166,8919,7719,1200,6098,1621,158500,644,6496,37,538,8919,2750,195,1200,7719,51603,26739,586,9637,3597,21097,9051,387,8795,8995,22,093,Louisiana,2019
"Grant Parish, Louisiana",22340,38.1,2.74,5195,959,17554,3618,1125,12624,9716,618,283,1270,263,9338,6989,2349,4803,2186,103400,714,6341,45,90,9338,1941,60,2349,6989,42505,18801,377,7880,3595,19110,7499,213,7119,7259,22,043,Louisiana,2019
"West Feliciana Parish, Louisiana",15428,41.4,3.09,2692,2042,8250,6861,191,9875,5553,226,463,1148,193,5446,3869,1577,2832,1037,229500,785,3765,31,148,5446,1383,146,1577,3869,59637,26945,542,6591,1447,12102,6042,32,5870,5922,22,125,Louisiana,2019
"Jefferson Parish, Louisiana",434850,39.4,2.54,80113,54300,271300,117314,63104,210690,224160,14553,4276,15570,4781,188511,169452,19059,103702,65750,188200,972,123997,7262,7243,188511,57099,5999,19059,169452,54032,30374,11835,223115,66701,431013,210542,1596,200611,207616,22,051,Louisiana,2019
"Beauregard Parish, Louisiana",37043,37.4,2.71,7760,2958,30920,4620,1387,18833,18210,1265,498,1380,336,15813,13520,2293,10474,3046,127500,741,9763,50,310,15813,4160,169,2293,13520,53209,26331,1338,16018,5668,36547,14342,280,14061,14329,22,011,Louisiana,2019
"Bienville Parish, Louisiana",13564,41.9,2.28,3635,767,7428,5858,83,6397,7167,412,91,360,182,7894,5812,2082,4248,1564,75900,487,4613,41,174,7894,1478,87,2082,5812,30272,21491,213,4888,3759,13226,4661,138,4510,4558,22,013,Louisiana,2019
"Bossier Parish, Louisiana",126499,35.3,2.50,21131,13857,90919,28793,8392,62397,64102,4390,1572,4944,1027,56946,49377,7569,31315,18062,172400,992,38312,1665,699,56946,19619,1257,7569,49377,54268,28766,2795,61853,21234,123272,54094,1241,56489,58235,22,015,Louisiana,2019
"Cameron Parish, Louisiana",6930,44.1,2.52,1732,417,6432,235,408,3355,3575,157,150,99,104,4125,2734,1391,2308,426,119500,905,2499,11,0,4125,847,27,1391,2734,53423,28358,154,3313,683,6911,3148,37,3038,3140,22,023,Louisiana,2019
"East Feliciana Parish, Louisiana",19371,42.9,2.24,4899,1310,10556,8441,323,10783,8588,568,256,894,247,8487,6959,1528,5605,1354,139300,647,5508,46,65,8487,2351,123,1528,6959,51803,23612,385,6887,2779,15908,6502,35,6210,6382,22,037,Louisiana,2019
"St. John the Baptist Parish, Louisiana",43242,36.8,2.79,9786,3165,16501,24433,2634,21197,22045,1508,539,1428,482,17778,15270,2508,11990,3280,153900,933,13885,134,468,17778,7270,393,2508,15270,57429,25968,1354,20403,7413,42539,18972,702,18367,18843,22,095,Louisiana,2019
"Plaquemines Parish, Louisiana",23338,36.5,2.57,4576,2109,15858,4733,1711,11744,11594,754,322,796,317,10174,8919,1255,6135,2784,190600,1289,5358,903,432,10174,2807,306,1255,8919,57204,29258,393,11057,4188,23005,9689,160,10282,10456,22,075,Louisiana,2019
"Ouachita Parish, Louisiana",155494,35.7,2.63,28724,16344,91884,58219,3446,74589,80905,5483,2212,4986,1482,68357,56556,11801,33023,23533,146700,768,44526,1227,2367,68357,16633,1466,11801,56556,41121,24361,4197,67988,36766,148815,63687,1127,61283,62788,22,073,Louisiana,2019
"Washington Parish, Louisiana",46435,39.4,2.53,10962,2416,31086,14032,1058,22925,23510,1554,582,1245,519,21777,17613,4164,11875,5738,101000,655,15642,146,551,21777,4866,163,4164,17613,37570,20177,1896,19289,10840,44436,17372,298,16600,17078,22,117,Louisiana,2019
"St. Landry Parish, Louisiana",83172,36.7,2.69,19509,5379,46586,34551,1837,40138,43034,3132,1057,2459,711,36925,30485,6440,20808,9677,108400,652,25713,181,1341,36925,8353,279,6440,30485,36403,21162,1961,33356,21355,81523,31300,193,29468,30439,22,097,Louisiana,2019
"Acadia Parish, Louisiana",62457,36.7,2.76,14306,4113,49556,10841,1595,30442,32015,2272,796,1958,831,26435,22236,4199,15806,6430,118000,662,19690,213,742,26435,6758,464,4199,22236,43396,23122,2235,27476,14822,61302,25238,356,24168,24628,22,001,Louisiana,2019
"St. Mary Parish, Louisiana",50968,39.0,2.52,15284,2419,30016,15531,3585,25211,25757,1842,468,1420,557,23504,19856,3648,12056,7800,106900,781,15961,181,707,23504,4511,286,3648,19856,40485,22839,1828,21145,9890,50119,19256,142,18440,18902,22,101,Louisiana,2019
"St. Tammany Parish, Louisiana",255155,40.2,2.72,36445,38209,211276,30925,14329,123830,131325,7660,3035,7356,2809,102909,92962,9947,72853,20109,218500,1086,80327,2225,2012,102909,45372,5438,9947,92962,68905,34658,6854,125327,28957,252532,117839,872,108730,115715,22,103,Louisiana,2019
"Union Parish, Louisiana",22353,42.1,2.88,6042,2019,15986,5533,1049,11150,11203,656,396,674,385,11837,7582,4255,6196,1386,89200,568,7176,16,82,11837,2144,129,4255,7582,44100,24030,407,9046,3762,21759,8620,144,8355,8613,22,111,Louisiana,2019
"Caddo Parish, Louisiana",245831,37.7,2.51,47699,24159,113489,120925,6942,116446,129385,8439,2824,7973,2423,113247,95864,17383,57358,38506,149200,797,77009,3139,1969,113247,31834,2390,17383,95864,41797,26545,7485,111275,56184,240872,103071,3116,99533,102126,22,017,Louisiana,2019
"Ascension Parish, Louisiana",123114,35.7,2.84,22491,14489,88833,26779,6900,60828,62286,4591,1718,4345,1190,47391,43032,4359,35079,7953,207400,982,34588,557,679,47391,22743,1948,4359,43032,80527,34168,3571,63035,12959,122118,59423,499,56278,58552,22,005,Louisiana,2019
"Lafayette Parish, Louisiana",241973,35.2,2.59,41693,36900,167836,62785,11132,117992,123981,8512,2997,9721,2409,102491,91543,10948,59362,32181,185300,874,67703,2563,1786,102491,35437,3082,10948,91543,56999,31892,6303,125465,40979,236562,119065,1075,113660,117614,22,055,Louisiana,2019
"Iberia Parish, Louisiana",71887,36.5,2.71,17348,4507,43640,22780,3027,35150,36737,2534,903,2196,889,30595,26184,4411,17775,8409,115600,768,20527,176,347,30595,7816,517,4411,26184,46861,23290,3099,33287,15669,70829,30188,283,29173,29765,22,045,Louisiana,2019
"Lincoln Parish, Louisiana",47246,28.3,2.49,5869,5485,25624,19307,1447,22972,24274,1427,1734,1425,287,20251,17712,2539,9120,8592,154500,729,11565,184,1956,20251,4438,244,2539,17712,35467,22863,1005,21903,13350,43993,20796,272,19907,20784,22,061,Louisiana,2019
"St. Helena Parish, Louisiana",10297,39.4,2.63,2638,740,4709,5409,184,4977,5320,335,185,270,158,5330,3857,1473,3045,812,100100,656,3270,4,4,5330,960,29,1473,3857,43886,24380,779,4591,1861,10125,3812,13,3445,3760,22,091,Louisiana,2019
"Webster Parish, Louisiana",39242,41.4,2.31,9944,2934,24993,13346,761,19171,20071,1223,519,1155,404,19681,16551,3130,11074,5477,81500,688,13609,429,135,19681,4485,229,3130,16551,28951,18962,797,15469,11416,38265,14567,1961,13814,14446,22,119,Louisiana,2019
"De Soto Parish, Louisiana",27289,39.3,2.50,6591,1742,16770,9663,785,13298,13991,947,305,866,258,13055,10821,2234,7716,3105,117300,635,7814,71,401,13055,3687,359,2234,10821,46006,26767,1288,12103,5942,27065,10811,158,10495,10676,22,031,Louisiana,2019
"Iberville Parish, Louisiana",32822,38.4,2.70,7921,2325,16282,15833,855,16535,16287,902,333,1332,298,13396,10903,2493,8007,2896,143700,755,9374,276,220,13396,3610,231,2493,10903,50161,23751,1109,13992,5381,29497,12795,243,12300,12537,22,047,Louisiana,2019
"Livingston Parish, Louisiana",138928,36.6,2.85,28551,13014,125510,8305,5195,68224,70704,4746,1910,4793,953,56745,48410,8335,39618,8792,167100,934,39174,223,301,56745,23759,1372,8335,48410,63389,29354,2830,66618,17099,137657,63662,425,60645,62914,22,063,Louisiana,2019
"Morehouse Parish, Louisiana",25610,39.9,2.54,6074,1815,12664,12583,146,12309,13301,911,410,717,286,12678,9732,2946,6498,3234,91100,562,9003,111,250,12678,2352,242,2946,9732,32929,18494,567,9793,7013,24794,9217,179,9042,9138,22,067,Louisiana,2019
"Orleans Parish, Louisiana",390845,36.8,2.45,55028,58954,132643,232660,21413,185513,205332,11839,4525,16763,3784,191808,153819,37989,74240,79579,231500,998,85749,17941,33362,191808,41108,4890,37989,153819,41604,31385,15632,198369,89340,377695,181973,2576,168662,178947,22,071,Louisiana,2019
"Terrebonne Parish, Louisiana",112054,35.8,2.77,23324,8182,78715,21311,5773,55354,56700,4185,1268,4110,916,45424,39972,5452,28586,11386,152500,853,31033,426,1334,45424,13935,1197,5452,39972,48747,25924,3142,49966,22720,110276,46657,778,44215,45903,22,109,Louisiana,2019
"Calcasieu Parish, Louisiana",201619,36.1,2.55,38193,19776,141058,50148,7279,98398,103221,7332,2349,6901,2048,90168,77780,12388,52468,25312,156800,832,59524,1254,4132,90168,26883,1636,12388,77780,51148,28778,5337,95360,34263,198097,89962,1085,86580,88695,22,019,Louisiana,2019
"Claiborne Parish, Louisiana",15985,42.0,2.34,4301,955,7279,8314,242,9131,6854,381,187,536,200,7877,5917,1960,3901,2016,78100,618,5262,49,55,7877,1198,44,1960,5917,26776,16770,341,5535,4625,13772,5193,777,4874,5023,22,027,Louisiana,2019
"Avoyelles Parish, Louisiana",40669,38.2,2.43,8480,2192,26967,10942,786,20490,20179,1442,482,1450,502,18534,15163,3371,10537,4626,104200,663,13166,67,565,18534,4756,193,3371,15163,38565,22017,1014,15978,8988,36889,14953,158,14103,14446,22,009,Louisiana,2019
"Jackson Parish, Louisiana",15879,40.9,2.45,3866,1087,10770,4719,263,8052,7827,448,209,466,230,7878,5971,1907,4238,1733,89500,539,5747,64,293,7878,1461,48,1907,5971,39139,21594,272,5831,3333,14597,5559,37,5189,5403,22,049,Louisiana,2019
"Pointe Coupee Parish, Louisiana",22016,43.1,2.44,5116,1772,13636,7873,573,10574,11442,749,192,604,297,11589,8960,2629,6837,2123,142600,833,8193,140,288,11589,3049,93,2629,8960,41480,28180,742,9694,4538,21685,8952,109,8573,8711,22,077,Louisiana,2019
"St. Charles Parish, Louisiana",52773,37.9,2.72,10116,6695,36542,14059,3233,26406,26367,1972,555,1613,584,20710,19212,1498,15510,3702,201700,978,15993,255,651,20710,8740,697,1498,19212,69019,32935,1436,26003,5854,52041,24457,411,23453,24238,22,089,Louisiana,2019
"Lafourche Parish, Louisiana",98108,37.8,2.60,23055,7749,77504,13371,4280,48217,49891,3180,1502,3402,1028,41117,36895,4222,28219,8676,158000,793,29962,450,988,41117,14132,1039,4222,36895,55506,28683,2868,46208,14899,95643,43281,361,41036,42261,22,057,Louisiana,2019
"Tensas Parish, Louisiana",4561,43.4,2.53,1360,264,1979,2525,94,2247,2314,172,15,94,62,3432,1792,1640,1210,582,66400,561,2809,48,21,3432,248,0,1640,1792,27500,15912,260,1592,1578,4542,1332,79,1256,1276,22,107,Louisiana,2019
"LaSalle Parish, Louisiana",14936,38.8,2.81,3311,1028,12570,1695,422,7783,7153,449,165,526,101,6711,4814,1897,3687,1127,93000,656,4579,3,89,6711,1426,52,1897,4814,42104,21654,315,5591,2704,13512,5271,34,5155,5224,22,059,Louisiana,2019
"Hartford County, Connecticut",892153,40.4,2.45,142746,135774,613359,123165,163969,433262,458891,24394,11889,29897,9438,380383,353653,26730,226863,126790,242900,1130,211211,23396,29057,380383,153276,126097,26730,353653,76259,41470,27695,478175,94465,871495,449633,15616,408700,440788,09,003,Connecticut,2020
"Litchfield County, Connecticut",181143,47.5,2.38,35659,28805,166060,3108,12023,89565,91578,3898,1985,4734,2168,88362,74902,13460,57002,17900,258300,1061,65299,3378,6218,88362,37697,29824,13460,74902,81590,45702,5882,102070,13037,178814,96144,1422,87721,94278,09,005,Connecticut,2020
"New Haven County, Connecticut",855733,40.5,2.49,161033,113619,612877,116368,159144,412404,443329,22600,12692,27601,9123,367990,332765,35225,206810,125955,252300,1173,197508,20753,36899,367990,137995,113917,35225,332765,71370,39134,29460,459116,92566,829315,429416,12834,393645,420922,09,009,Connecticut,2020
"New London County, Connecticut",266868,41.4,2.33,45955,34869,213152,15622,29560,133718,133150,6770,3763,8711,2948,123849,109616,14233,73565,36051,246800,1144,79926,5477,10235,123849,48262,40187,14233,109616,75831,40995,7374,146837,21610,255313,132072,3715,126124,135907,09,011,Connecticut,2020
"Windham County, Connecticut",116657,41.2,2.44,24455,11378,103039,2968,14206,57726,58931,2871,1881,3822,1358,49840,45589,4251,31038,14551,210300,977,32795,1830,4226,49840,20740,17634,4251,45589,67365,33337,4327,62647,12880,111547,58144,3397,52247,55570,09,015,Connecticut,2020
"Fairfield County, Connecticut",944306,40.8,2.68,119520,174948,668623,107367,189215,459827,484479,26398,13139,27313,9094,374329,345070,29259,230123,114947,433000,1511,214506,25871,31725,374329,158763,127697,29259,345070,97539,58851,33518,510534,82718,926873,476757,6357,425024,468102,09,001,Connecticut,2020
"Middlesex County, Connecticut",162742,45.8,2.31,27285,28975,141334,8972,10426,79487,83255,3473,2066,4654,1981,76449,67765,8684,49826,17939,293300,1174,54000,2956,4051,76449,33166,27240,8684,67765,84907,46846,3967,91515,11134,157562,87330,1659,78668,85678,09,007,Connecticut,2020
"Tolland County, Connecticut",150947,37.6,2.43,21884,23091,131550,4591,8669,75699,75248,3321,4690,4256,1847,59997,56077,3920,40181,15896,259700,1194,41849,1924,2878,59997,26768,21876,3920,56077,87809,41537,4011,82251,10746,136016,78029,1390,69678,76325,09,013,Connecticut,2020
"Ascension Parish, Louisiana",125061,36.0,2.82,20530,15797,88799,28082,7215,61700,63361,4511,1549,4347,1457,48380,44029,4351,36304,7725,224300,1030,35808,646,681,48380,23596,21117,4351,44029,82594,35699,3849,64019,12340,123812,60122,648,56234,59343,22,005,Louisiana,2020
"Beauregard Parish, Louisiana",37387,37.5,2.68,7431,3027,31110,4756,1400,19043,18344,1303,462,1418,355,16013,13812,2201,10973,2839,141600,734,9828,79,298,16013,4463,4315,2201,13812,49256,27626,1252,16280,5098,36917,14695,193,14332,14684,22,011,Louisiana,2020
"Caddo Parish, Louisiana",243243,37.8,2.48,44396,23751,110534,119701,6942,115183,128060,8166,2839,7951,2575,113427,96043,17384,59011,37032,150200,806,78693,2921,2347,113427,32357,30067,17384,96043,42003,27967,7473,109207,54544,238498,101111,3410,96994,100124,22,017,Louisiana,2020
"Cameron Parish, Louisiana",6963,44.9,2.39,1856,573,6600,102,322,3430,3533,209,115,82,43,4275,2902,1373,2567,335,124300,857,2320,12,0,4275,986,954,1373,2902,56902,28341,60,3151,661,6933,3078,60,2955,3062,22,023,Louisiana,2020
"Concordia Parish, Louisiana",19533,37.4,2.65,4056,1181,11171,7906,404,9656,9877,456,132,782,206,9670,6694,2976,4895,1799,94500,668,6893,71,72,9670,1892,1832,2976,6694,36294,19963,620,6757,5069,17698,6137,129,5926,6037,22,029,Louisiana,2020
"East Carroll Parish, Louisiana",6947,30.7,2.51,1205,268,1878,4937,51,3993,2954,91,112,325,83,2821,1688,1133,959,729,62800,596,1994,9,189,2821,269,230,1133,1688,24551,18059,75,1174,2146,4232,1099,47,1070,1070,22,035,Louisiana,2020
"Franklin Parish, Louisiana",20109,38.6,2.50,4569,1171,13159,6729,119,9699,10410,642,220,562,499,9371,7503,1868,5425,2078,86600,627,6225,103,165,9371,1890,1764,1868,7503,35759,21370,622,7539,5292,18872,6917,145,6596,6743,22,041,Louisiana,2020
"Iberville Parish, Louisiana",32626,39.3,2.64,7670,2400,16013,15841,886,16442,16184,884,342,1408,182,13533,11105,2428,8313,2792,139100,748,9414,331,265,13533,3579,3391,2428,11105,49539,24771,1372,14382,4981,29335,12900,262,12060,12504,22,047,Louisiana,2020
"Jefferson Davis Parish, Louisiana",31425,37.4,2.67,7446,2312,24943,5152,786,15410,16015,1185,309,920,222,14045,11565,2480,8736,2829,110800,635,10543,88,307,14045,4119,3829,2480,11565,42716,25821,930,12555,5543,30896,11608,91,11163,11325,22,053,Louisiana,2020
"St. Mary Parish, Louisiana",50020,39.4,2.51,14950,2266,29316,15589,3491,24683,25337,1787,472,1416,644,23557,19633,3924,11910,7723,105800,784,16068,148,699,23557,4334,4049,3924,19633,40218,23306,1399,20847,9741,49253,19415,168,18692,19111,22,101,Louisiana,2020
"Tensas Parish, Louisiana",4435,44.5,2.43,1172,469,1923,2452,100,2144,2291,130,13,71,57,3433,1814,1619,1276,538,78900,582,2832,23,10,3433,399,398,1619,1814,29767,18435,212,1478,1468,4417,1266,28,1207,1222,22,107,Louisiana,2020
"Union Parish, Louisiana",22270,42.3,2.58,5917,2000,15807,5488,1068,11127,11143,663,318,549,294,11932,8399,3533,6768,1631,94700,559,7217,14,84,11932,2345,2187,3533,8399,45094,25598,367,9077,4666,21631,8710,195,8417,8684,22,111,Louisiana,2020
